OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
ASV292	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	na	na	Leptosphaeria	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV293	Ascomycota	Eurotiomycetes	Eurotiales	Penicillaginaceae	Penicillago	na	na	na	na	na	na	na	na	na	na	na
ASV294	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	na	na	Psathyrellaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	NULL	Agaricoid	Probable	Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV295	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	na	na	Ustilago	13	Pathotroph	Plant Pathogen	NULL	Facultative Yeast-Smut	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV296	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Efibulobasidium	na	na	Efibulobasidium	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)
ASV297	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidium	na	na	Septobasidium	13	Pathotroph	Animal Pathogen	NULL	Facultative Yeast	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV298	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	na	na	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	NULL	Microfungus	Possible	Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV299	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Tetrapyrgos	na	na	Tetrapyrgos	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV300	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV301	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acidomelania	na	na	na	na	na	na	na	na	na	na	na
ASV302	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myriodontium	na	na	Onygenaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph	NULL	Microfungus	Probable	Generally saprobic and keratinophilic, in soil or coprophilous, occasionally found on hair or horn (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV303	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	na	na	Microascus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Dung Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 (as Endophyte) ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
ASV304	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	na	na	na	na	na	na	na	na	na	na	na
ASV305	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	na	na	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	Microfungus	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV306	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	na	na	Chionosphaeraceae	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	NULL	Microfungus	Possible	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV307	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	na	na	Coniophora	13	Saprotroph	Wood Saprotroph	Brown Rot	Corticioid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV308	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Trichobolus	na	na	Trichobolus	13	Saprotroph	Dung Saprotroph	NULL	Microfungus	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001))
ASV309	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomidium	na	na	Chaetomidium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV310	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_Incertae_sedis	Leptodiscella	na	na	Leptodiscella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV311	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	na	na	Mortierellales	7	Saprotroph-Symbiotroph	Endophyte-Soil Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))
ASV312	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	na	na	Stagonosporopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV313	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	na	na	Sporobolomyces	13	Pathotroph-Saprotroph	Fungal Parasite-Litter Saprotroph	NULL	Yeast	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
ASV314	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Cornuvesica	na	na	Cornuvesica	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	NULL	Marincowitz S, et al. 2015. Fungal Biology 119:615-630 ((https://doi.org/10.1016/j.funbio.2015.03.007))
ASV315	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	na	na	Capronia	13	Symbiotroph	Endophyte	NULL	Facultative Yeast	Highly Probable	Dark Septate Endophyte, known from plant roots.	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV316	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae	Calloriaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV317	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Rhexodenticula	na	na	na	na	na	na	na	na	na	na	na
ASV318	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	na	na	Conocybe	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV319	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV320	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	na	na	na	na	na	na	na	na	na	na	na
ASV321	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	na	na	Occultifur	13	Pathotroph-Saprotroph	Fungal Parasite-Litter Saprotroph-Undefined Saprotroph	NULL	Yeast	Probable	NULL	Gomes FCO, et al. 2015. Antonie van Leeuwenhoek 107:597-611 ((https://doi.org/10.1007/s10482-014-0356-4)); Kurtzman CP, Robnett CJ. 2015. Antonie Van Leeuwenhoek 107:1323-1329 ((https://doi.org/10.1023/a:1001761008817)); Khunnamwong P, et al. 2017. International Journal of Systematic and Evolutionary Microbiology 67:2628-2633 ((https://doi.org/10.1099/ijsem.0.001988))
ASV322	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Amorosiaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV323	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	na	na	Syncephalis	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV324	Ascomycota	Dothideomycetes	Neodactylariales	Neodactylariaceae	Neodactylaria	na	na	na	na	na	na	na	na	na	na	na
ASV325	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Dermoloma	na	na	Tricholomataceae	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	NULL	Agaricoid	Probable	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV326	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV327	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	na	na	Ajellomycetaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Facultative pathogens of human and other mammals, with saprobic phases colonizing soil, dung, dead wood etc., especially in arid conditions (Cannon & Kirk 2007); This family contains most of the serious (non-opportunistic) human pathogenic fungi, sometimes affecting healthy as well as immunocompromised people especially in the netropics (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV328	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	na	na	Volvariella	13	Saprotroph	Undefined Saprotroph	White Rot	Agaricoid	Highly Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV329	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	na	na	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV330	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis	na	na	na	na	na	na	na	na	na	na	na
ASV331	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	na	na	Coprinellus	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV332	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosarpheia	na	na	Halosarpheia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV333	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	na	na	Ramicandelaber	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV334	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Blumenavia	na	na	Blumenavia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV335	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Robillarda	na	na	na	na	na	na	na	na	na	na	na
ASV336	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Floricola	na	na	Floricola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV337	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	na	na	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
ASV338	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chrysocorona	na	na	na	na	na	na	na	na	na	na	na
ASV339	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Tubulicium	na	na	Tubulicium	13	Saprotroph	Undefined Saprotroph	White Rot	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV340	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Microscypha	na	na	Microscypha	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV341	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticiaceae_gen_Incertae_sedis	na	na	Corticiaceae	9	Pathotroph-Saprotroph	Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Corticioid-Microfungus	Possible	Saprobes or pathogens on a wide range of mainly woody substrata; a few species are lichenicolous and some are grass pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV342	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nigrosabulum	na	na	Bionectriaceae	9	Pathotroph-Saprotroph	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	NULL	Microfungus	Probable	Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV343	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	na	na	na	na	na	na	na	na	na	na	na
ASV344	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria	na	na	Septoria	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV345	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	na	na	Sporormia	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV346	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	na	na	Phaeosphaeriopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV347	Ascomycota	Sordariomycetes	Pisorisporiales	Pisorisporiaceae	Achroceratosphaeria	na	na	Achroceratosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Highly Probable	Saprobic on wood or submerged decorticated wood (Réblová et al. 2015)	Réblová M, et al. 2010. Fungal Diversity 43:75-84 ((https://doi.org/10.1007/s13225-010-0032-6)); Réblová M, et al. 2015 Persoonia 34:40-49 ((https://doi.org/10.3767/003158515X685544)).
ASV348	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	na	na	Bullera	13	Saprotroph-Symbiotroph	Epiphyte-Litter Saprotroph	NULL	Yeast	Probable	Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Syn. Udeniomyces puniceus); Foliar, isolated from leaves of Melostomae candidum (Nakase et al. 2004)	Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32:225-240 ((https://doi.org/10.2323/jgam.32.225)); Nakase T, et al. 2004. Systematic and Applied Microbiology 27:558-564 ((https://doi.org/10.1078/0723202041748118))
ASV349	Basidiomycota	Agaricomycetes	Tremellodendropsidales	Tremellodendropsidales_fam_Incertae_sedis	Tremellodendropsidales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV350	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	na	na	Archaeospora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV351	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Tremateia	na	na	Tremateia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV352	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Polytolypa	na	na	Polytolypa	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV353	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	na	na	Leucoagaricus	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV354	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	na	na	Psathyrella	13	Saprotroph	Wood Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV355	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Papulosaceae	Wongia	na	na	na	na	na	na	na	na	na	na	na
ASV356	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	na	na	Phialemonium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV357	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	na	na	Parasola	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV358	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	na	na	Bionectriaceae	9	Pathotroph-Saprotroph	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	NULL	Microfungus	Probable	Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV359	Chytridiomycota	GS14	GS14_ord_Incertae_sedis	GS14_fam_Incertae_sedis	GS14_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV360	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	na	na	na	na	na	na	na	na	na	na	na
ASV361	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Lasionectria	na	na	Lasionectria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV362	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_fam_Incertae_sedis	Tremellales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
